accusingly,strongsubj,negative,acusadoramente 
acerbate,strongsubj,negative,exacerbar 
acerbic,strongsubj,negative,mordaz 
acerbically,strongsubj,negative,mordazmente 
ache,strongsubj,negative,dolor 
achievable,weaksubj,positive,alcanzable 
achieve,weaksubj,positive,lograr 
achievement,weaksubj,positive,logro 
achievements,weaksubj,positive,logros 
acknowledge,weaksubj,positive,reconocer 
acknowledgement,weaksubj,positive,reconocimiento 
acquit,weaksubj,positive,absolver 
acrid,strongsubj,negative,acre 
acrimonious,strongsubj,negative,enconado 
,strongsubj,negative,enconada
acrimoniously,strongsubj,negative,acremente 
acrimony,strongsubj,negative,acritud 
active,weaksubj,positive,activo 
,weaksubj,positive,activa 
acumen,strongsubj,positive,perspicacia 
adamant,strongsubj,negative,inflexible 
adamantly,strongsubj,negative,inflexiblemente 
adaptable,weaksubj,positive,adaptable 
adaptability,weaksubj,positive,adaptabilidad 
adaptive,weaksubj,positive,adaptativa 
addict,weaksubj,negative,adicto 
,weaksubj,negative,adicta
addiction,weaksubj,negative,adiccion 
adept,weaksubj,positive,adepto 
,weaksubj,positive,adepta
adeptly,weaksubj,positive,peritamente 
adequate,weaksubj,positive,adecuada 
,weaksubj,positive,adecuado 
adherence,weaksubj,positive,adherencia
adherent,weaksubj,positive,adherente 
adhesion,weaksubj,positive,adhesion 
admirable,strongsubj,positive,admirable 
admirer,strongsubj,positive,admirador 
,strongsubj,positive,admiradora 
admirably,strongsubj,positive,admirablemente 
admiration,strongsubj,positive,admiracion 
admire,strongsubj,positive,admirar 
admiring,strongsubj,positive,admirando 
admiringly,strongsubj,positive,admiracion 
admission,weaksubj,positive,admision 
admit,strongsubj,positive,admitir 
admittedly,strongsubj,positive,reconocidamente 
admonish,strongsubj,negative,amonestar 
admonisher,strongsubj,negative,amonestador 
,,,amonestadora 
admonishingly,strongsubj,negative,admonitorio 
admonishment,strongsubj,negative,amonestacion 
admonition,strongsubj,negative,admonicion 
adorable,strongsubj,positive,adorable 
adore,strongsubj,positive,adorar 
adored,strongsubj,positive,adorado 
,strongsubj,positive,adorada
adorer,strongsubj,positive,adorador 
,strongsubj,positive,adoradora
adoring,strongsubj,positive,adorante 
adoringly,strongsubj,positive,adoracion 
adrift,weaksubj,negative,deriva 
adroit,strongsubj,positive,habil 
,strongsubj,positive,diestro
,strongsubj,positive,diestra
adroitly,strongsubj,positive,diestramente 
adulate,strongsubj,positive,adular
adulation,strongsubj,positive,adulacion 
adulatory,strongsubj,positive,adulador
,strongsubj,positive,aduladora
adulterate,strongsubj,negative,adulterar 
adulterated,strongsubj,negative,adulterado 
,strongsubj,negative,adulterada
adulteration,strongsubj,negative,adulteracion 
advanced,weaksubj,positive,avanzada 
,weaksubj,positive,avanzado
advantage,weaksubj,positive,ventaja 
advantageous,strongsubj,positive,ventajosa 
,strongsubj,positive,ventajoso 
advantages,weaksubj,positive,ventajas 
adventure,weaksubj,positive,aventura 
adventuresome,strongsubj,positive,aventureros 
,strongsubj,positive,aventureras 
adventurism,strongsubj,positive,aventurerismo 
adventurous,weaksubj,positive,aventureros 
,weaksubj,positive,aventureras 
adversarial,weaksubj,negative,acusatorio
adversary,weaksubj,negative,adversario 
,weaksubj,negative,adversaria 
adverse,weaksubj,negative,adverso 
,weaksubj,negative,adversa
adversity,strongsubj,negative,adversidad 
advice,weaksubj,positive,consejos 
advisable,weaksubj,positive,aconsejable 
advocate,strongsubj,positive,defensor 
,,,defensora
advocacy,strongsubj,positive,defensa 
affable,strongsubj,positive,afable 
affability,weaksubj,positive,afabilidad 
affably,weaksubj,positive,afablemente 
affectation,weaksubj,negative,afectacion 
affection,strongsubj,positive,afecto 
affectionate,strongsubj,positive,cari_osa 
,strongsubj,positive,cari_oso
affinity,weaksubj,positive,afinidad 
affirm,strongsubj,positive,afirmar 
affirmation,strongsubj,positive,afirmacion 
affirmative,weaksubj,positive,afirmativa 
,weaksubj,positive,afirmativo
afflict,weaksubj,negative,afligir 
affliction,weaksubj,negative,afliccion 
afflictive,strongsubj,negative,aflictiva 
,strongsubj,negative,aflictivo
affluent,weaksubj,positive,afluente 
affluence,weaksubj,positive,opulencia 
afford,weaksubj,positive,permitirse 
affordable,weaksubj,positive,asequible 
affront,strongsubj,negative,afrenta 
afloat,weaksubj,positive,flote 
afraid,strongsubj,negative,miedo 
against,weaksubj,negative,contra 
aggravate,strongsubj,negative,agravar 
aggravating,strongsubj,negative,agravante 
aggravation,strongsubj,negative,agravacion 
aggression,strongsubj,negative,agresion 
aggressive,strongsubj,negative,agresivo 
,strongsubj,negative,agresiva
aggressiveness,strongsubj,negative,agresividad 
aggressor,strongsubj,negative,agresor 
,strongsubj,negative,agresora
aggrieve,strongsubj,negative,afligir 
aggrieved,strongsubj,negative,agraviada 
,strongsubj,negative,agraviado
aghast,strongsubj,negative,horrorizado 
,strongsubj,negative,horrorizada 
agile,weaksubj,positive,agil 
agilely,weaksubj,positive,agilmente 
agility,weaksubj,positive,agilidad 
agitate,strongsubj,negative,agite 
agitated,strongsubj,negative,agitado 
,strongsubj,negative,agitada
agitation,strongsubj,negative,agitacion 
agitator,strongsubj,negative,agitador 
,strongsubj,negative,agitadora
agonies,strongsubj,negative,agonias 
agonize,strongsubj,negative,agonizar 
agonizing,strongsubj,negative,agonizante 
agonizingly,strongsubj,negative,agonicamente 
agony,strongsubj,negative,agonia 
agree,strongsubj,positive,concuerdo
agreeable,weaksubj,positive,agradable 
agreeable,strongsubj,positive,agradable 
agreeableness,strongsubj,positive,amenidad
agreeably,strongsubj,positive,agradablemente 
agreement,weaksubj,positive,acuerdo 
ail,weaksubj,negative,afligir
ailment,weaksubj,negative,dolencia 
aimless,strongsubj,negative,errante
airs,weaksubj,negative,aires 
alarm,weaksubj,negative,alarma 
alarmed,strongsubj,negative,alarmado 
,strongsubj,negative,alarmada
alarming,strongsubj,negative,alarmante 
alarmingly,strongsubj,negative,alarmantemente 
alas,strongsubj,negative,desgracia
,strongsubj,negative,desgraciadamente
alienate,weaksubj,negative,alienar 
alienated,weaksubj,negative,alienado 
,weaksubj,negative,alienada
alienation,weaksubj,negative,alienacion 
allay,strongsubj,positive,disipar 
allegation,strongsubj,negative,alegacion 
allegations,strongsubj,negative,alegaciones 
allege,weaksubj,negative,alegar 
,weaksubj,negative,alergico
allergic,weaksubj,negative,alergica 
alleviate,weaksubj,positive,aliviar 
allow,weaksubj,positive,permitir 
allowable,weaksubj,positive,permisible 
allure,strongsubj,positive,encanto 
alluring,strongsubj,positive,seductora 
,strongsubj,positive,seductor 
alluringly,strongsubj,positive,seductoramente 
ally,strongsubj,positive,aliado 
,strongsubj,positive,aliada
almighty,strongsubj,positive,todopoderoso 
,strongsubj,positive,todopoderosa
aloof,strongsubj,negative,distante 
altercation,weaksubj,negative,altercado 
although,weaksubj,negative,aunque 
altruist,strongsubj,positive,altruista 
altruistic,strongsubj,positive,altruista 
altruistically,strongsubj,positive,altruista 
amaze,strongsubj,positive,sorprenderme 
amazed,strongsubj,positive,sorprendido 
,strongsubj,positive,sorprendida
amazement,strongsubj,positive,asombro 
amazing,strongsubj,positive,increible 
amazingly,strongsubj,positive,increiblemente 
ambiguous,strongsubj,negative,ambigua 
,strongsubj,negative,ambiguo 
ambiguity,strongsubj,negative,ambiguedad 
ambitious,weaksubj,positive,ambicioso 
,weaksubj,positive,ambiciosa
ambitiously,weaksubj,positive,ambiciosamente 
ambivalence,strongsubj,negative,ambivalencia 
ambivalent,strongsubj,negative,ambivalente 
ambush,weaksubj,negative,emboscada 
ameliorate,strongsubj,positive,mejorar 
amenable,strongsubj,positive,dispuesto
,strongsubj,positive,dispuesta
amenity,weaksubj,positive,equipamiento 
amiability,strongsubj,positive,amabilidad 
amiabily,strongsubj,positive,amablemente
amiable,strongsubj,positive,amable 
amicable,strongsubj,positive,amistosa 
,strongsubj,positive,amistoso
amicably,strongsubj,positive,amigablemente 
amiss,strongsubj,negative,mal 
amity,weaksubj,positive,amistad 
amnesty,weaksubj,positive,amnistia 
amour,strongsubj,positive,amante
ample,weaksubj,positive,amplia 
,weaksubj,positive,amplio
amply,weaksubj,positive,ampliamente 
amputate,weaksubj,negative,amputarle 
amuse,strongsubj,positive,entretener
,strongsubj,positive,divertir
amusement,strongsubj,positive,diversion 
amusing,strongsubj,positive,divertida 
,strongsubj,positive,divertido
amusingly,strongsubj,positive,divertidamente 
anarchism,strongsubj,negative,anarquismo 
anarchist,strongsubj,negative,anarquista 
,strongsubj,negative,anarco
anarchistic,strongsubj,negative,anarquista 
anarchy,strongsubj,negative,anarquia 
anemic,weaksubj,negative,anemica 
angel,weaksubj,positive,angel 
angelic,strongsubj,positive,angelical 
anger,strongsubj,negative,colera 
angrily,strongsubj,negative,airadamente 
angriness,strongsubj,negative,enojo
,strongsubj,negative,enojada
angry,strongsubj,negative,enojado 
anguish,strongsubj,negative,angustia 
annihilate,strongsubj,negative,aniquilar 
annihilation,strongsubj,negative,aniquilacion 
animated,weaksubj,positive,animacion 
animosity,strongsubj,negative,animosidad 
annoy,strongsubj,negative,molestar 
annoyance,strongsubj,negative,molestia 
annoyed,strongsubj,negative,molesta
annoying,strongsubj,negative,molesto 
annoyingly,strongsubj,negative,molestamente 
,weaksubj,negative,anomalo
anomalous,weaksubj,negative,anomala 
anomaly,weaksubj,negative,anomalia 
antagonism,strongsubj,negative,antagonismo 
antagonist,weaksubj,negative,antagonista 
,strongsubj,negative,antagonico
antagonistic,strongsubj,negative,antagonica 
antagonize,strongsubj,negative,antagonizar 
anti,strongsubj,negative,contra 
antiAmerican,strongsubj,negative,antiamericano 
antiIsraeli,strongsubj,negative,antiIsraeli 
,strongsubj,negative,antisemita
antiSemites,strongsubj,negative,antisemitas 
antiUS,strongsubj,negative,Antius 
antioccupation,strongsubj,negative,antiocupacion
antiproliferation,strongsubj,negative,antiproliferacion 
antisocial,strongsubj,negative,antisocial 
antiwhite,strongsubj,negative,antiblanco 
antipathy,strongsubj,negative,antipatia 
antiquated,strongsubj,negative,anticuada 
antithetical,strongsubj,negative,antitetica 
anxieties,strongsubj,negative,ansiedades 
anxiety,strongsubj,negative,ansiedad 
,strongsubj,negative,ansiosa
anxious,strongsubj,negative,ansioso 
anxiously,strongsubj,negative,con ansiedad 
anxiousness,strongsubj,negative,ansiedad 
,strongsubj,negative,apatica
apathetic,strongsubj,negative,apatico 
apathetically,strongsubj,negative,apaticamente 
apathy,strongsubj,negative,apatia 
ape,strongsubj,negative,simio
,strongsubj,negative,apocaliptico
apocalypse,strongsubj,negative,apocalipsis 
apocalyptic,strongsubj,negative,apocaliptica 
apologist,strongsubj,negative,apologista 
apologists,strongsubj,negative,apologistas 
apostle,strongsubj,positive,apostol 
apotheosis,strongsubj,positive,apoteosis 
appal,strongsubj,negative,horrorizar 
appall,strongsubj,negative,horror
,strongsubj,negative,horrorizada
appalled,strongsubj,negative,horrorizado 
appalling,strongsubj,negative,atroz 
appallingly,strongsubj,negative,espantosamente 
appeal,weaksubj,positive,apelacion 
appealing,strongsubj,positive,apelando 
appease,weaksubj,positive,apaciguar 
applaud,strongsubj,positive,aplaudir 
appreciable,weaksubj,positive,apreciable 
appreciate,strongsubj,positive,apreciar 
appreciation,strongsubj,positive,agradecimiento 
,strongsubj,positive,apreciativo
appreciative,strongsubj,positive,apreciativa 
appreciatively,strongsubj,positive,apreciativamente 
appreciativeness,strongsubj,positive,appreciativeness 
apprehension,strongsubj,negative,aprehension 
apprehensions,strongsubj,negative,aprensiones 
,strongsubj,negative,aprensiva
apprehensive,strongsubj,negative,aprensivo 
apprehensively,strongsubj,negative,aprension 
,weaksubj,positive,apropiado
appropriate,weaksubj,positive,apropiada 
approval,weaksubj,positive,aprobacion 
approve,weaksubj,positive,aprobar 
,weaksubj,positive,apta
apt,weaksubj,positive,apto
aptly,weaksubj,positive,acertadamente 
aptitude,weaksubj,positive,aptitud 
,strongsubj,negative,arbitrario
arbitrary,strongsubj,negative,arbitraria 
,strongsubj,negative,arcano
arcane,strongsubj,negative,arcana 
,strongsubj,negative,arcaico
archaic,strongsubj,negative,arcaica 
ardent,strongsubj,positive,ardiente 
ardently,strongsubj,positive,ardientemente 
ardor,strongsubj,positive,ardor 
arduous,strongsubj,negative,ardua 
arduously,strongsubj,negative,arduamente 
aristocratic,weaksubj,positive,aristocratica 
argue,strongsubj,negative,argumentar 
argument,weaksubj,negative,argumento 
argumentative,strongsubj,negative,argumentativo 
arguments,weaksubj,negative,argumentos 
arousal,strongsubj,positive,excitacion 
arouse,strongsubj,positive,despertar 
arousing,strongsubj,positive,despertando
arresting,strongsubj,positive,arrestando 
arrogance,strongsubj,negative,arrogancia 
arrogant,strongsubj,negative,arrogante 
arrogantly,strongsubj,negative,arrogantemente 
articulate,strongsubj,positive,articular 
artificial,weaksubj,negative,artificial 
ascendant,strongsubj,positive,ascendiente 
ascertainable,strongsubj,positive,comprobable 
ashamed,strongsubj,negative,verguenza 
asinine,strongsubj,negative,tonto
,strongsubj,negative,tonta
,strongsubj,negative,estupido
,strongsubj,negative,estupida
,strongsubj,negative,necio
,strongsubj,negative,necia
askance,strongsubj,negative,recelo 
,strongsubj,negative,celoso
,strongsubj,negative,celosa
asperse,strongsubj,negative,asperse 
aspersion,strongsubj,negative,aspersion 
aspersions,strongsubj,negative,aspersiones 
aspiration,strongsubj,positive,aspiracion 
aspirations,strongsubj,positive,aspiraciones 
aspire,strongsubj,positive,apirar
,strongsubj,positive,aspiramos
,strongsubj,positive,aspiro
,strongsubj,positive,aspiran
assail,weaksubj,negative,asaltara 
assassinate,weaksubj,negative,asesinar 
,strongsubj,negative,asesina
assassin,strongsubj,negative,asesino 
assault,weaksubj,negative,asalto 
assent,strongsubj,positive,asentimiento 
assertions,strongsubj,positive,afirmaciones 
,weaksubj,positive,asertivo
assertive,weaksubj,positive,asertiva 
asset,weaksubj,positive,activo 
,weaksubj,positive,activa
assiduous,strongsubj,positive,asidua 
assiduously,strongsubj,positive,asiduamente 
assuage,weaksubj,positive,mitigar 
assurance,weaksubj,positive,aseguramiento 
assurances,weaksubj,positive,garantias 
,weaksubj,positive,garantia
assure,strongsubj,positive,asegurar 
assuredly,strongsubj,positive,seguramente 
astonish,strongsubj,positive,asombrara 
,strongsubj,positive,asombrada
astonished,strongsubj,positive,asombrado 
astonishing,strongsubj,positive,asombrosa 
astonishingly,strongsubj,positive,asombrosamente 
astonishment,strongsubj,positive,asombro 
astound,strongsubj,positive,asombrando 
astounded,strongsubj,positive,asombrado 
astounding,strongsubj,positive,asombrosa 
astoundingly,strongsubj,positive,asombrosamente 
astray,weaksubj,negative,descarriado
,weaksubj,negative,descarriada
,strongsubj,positive,astuta
astute,strongsubj,positive,astuto 
astutely,strongsubj,positive,astutamente 
asunder,strongsubj,negative,separe 
,strongsubj,negative,separar
asylum,weaksubj,positive,asilo 
atrocious,strongsubj,negative,atroz 
atrocities,strongsubj,negative,atrocidades 
atrocity,strongsubj,negative,atrocidad 
atrophy,strongsubj,negative,atrofia 
,strongsubj,negative,atrofiado
,strongsubj,negative,atrofiada
attack,strongsubj,negative,ataque 
,strongsubj,negative,ataca
,strongsubj,negative,atacar
,strongsubj,negative,ataco
attain,weaksubj,positive,alcanzar 
attainable,weaksubj,positive,alcanzable 
attentive,strongsubj,positive,atento 
,strongsubj,positive,atenta
attest,strongsubj,positive,atestiguar
,strongsubj,positive,atestigua
attraction,strongsubj,positive,atraccion 
attractive,strongsubj,positive,atractivo 
,strongsubj,positive,atractiva
attractively,strongsubj,positive,atractivamente 
audacious,strongsubj,negative,audaz 
audaciously,strongsubj,negative,audazmente 
audaciousness,strongsubj,negative,audacia 
audacity,strongsubj,negative,osado
,strongsubj,negative,osada
,strongsubj,negative,atrevido
,strongsubj,negative,atrevida
auspicious,strongsubj,positive,auspicioso 
,strongsubj,negative,austero
austere,strongsubj,negative,austera 
,weaksubj,positive,autentico
authentic,weaksubj,positive,autentica 
,weaksubj,negative,auoritaria
authoritarian,weaksubj,negative,autoritario 
authoritative,weaksubj,positive,autorizada 
,weaksubj,positive,autorizado
autocrat,strongsubj,negative,autocrata 
autocratic,strongsubj,negative,autocratico 
award,weaksubj,positive,premio 
autonomous,weaksubj,positive,autonoma 
avalanche,strongsubj,negative,avalancha 
avarice,strongsubj,negative,avaricia 
,strongsubj,negative,avaro
,strongsubj,negative,avara
,strongsubj,negative,avariciosa
avaricious,strongsubj,negative,avaricioso 
avariciously,strongsubj,negative,avariciosamente 
avenge,strongsubj,negative,vengar 
,strongsubj,negative,venganza
averse,weaksubj,negative,reacio
,weaksubj,negative,reacia
aversion,strongsubj,negative,aversion 
,strongsubj,positive,avida
avid,strongsubj,positive,avido 
avidly,strongsubj,positive,avidamente 
avoid,weaksubj,negative,evitar 
avoidance,weaksubj,negative,evacion
awe,strongsubj,positive,sobrecogimiento 
awesome,strongsubj,positive,impresionante 
awesomely,strongsubj,positive,impresionantemente 
awesomeness,strongsubj,positive,genialidad 
awestruck,strongsubj,positive,asombrado 
awful,strongsubj,negative,horrible 
awfully,strongsubj,negative,terriblemente 
awfulness,strongsubj,negative,horror 
awkward,strongsubj,negative,torpe 
awkwardness,strongsubj,negative,torpeza 
babble,strongsubj,negative,balbuceo 
back,weaksubj,positive,espalda 
backbite,strongsubj,negative,difamar
,strongsubj,negative,difamador
,strongsubj,negative,difamadora
backbiting,strongsubj,negative,difamaciones
backbone,weaksubj,positive,coraje
backward,strongsubj,negative,retroceso
,strongsubj,negative,retroceder
backwardness,strongsubj,negative,atraso 
bad,strongsubj,negative,mal 
badly,strongsubj,negative,malo
,strongsubj,negative,mala
baffle,strongsubj,negative,deflector 
,strongsubj,negative,desconcertada
baffled,strongsubj,negative,desconcertado 
bafflement,strongsubj,negative,desconcierto 
baffling,strongsubj,negative,desconcertante 
bait,strongsubj,negative,carnada
,weaksubj,positive,equilibrado
balanced,weaksubj,positive,equilibrada 
balk,strongsubj,negative,obstaculo
banal,strongsubj,negative,banal 
banalize,strongsubj,negative,banalizan 
bane,strongsubj,negative,pesadilla 
,strongsubj,negative,pesadillas
banish,strongsubj,negative,desterrar 
banishment,strongsubj,negative,destierro 
bankrupt,weaksubj,negative,quiebra 
bar,weaksubj,negative,trancar
barbarian,strongsubj,negative,barbaro 
barbaric,strongsubj,negative,barbara 
barbarically,strongsubj,negative,barbaramente 
barbarity,strongsubj,negative,barbarie 
,strongsubj,negative,barbaro
barbarous,strongsubj,negative,barbara 
barbarously,strongsubj,negative,barbaramente 
barely,weaksubj,negative,apenas 
bargain,strongsubj,positive,ganga 
barren,strongsubj,negative,esteril 
baseless,strongsubj,negative,infundada
,strongsubj,negative,infundado
bashful,weaksubj,negative,vergonzoso
,weaksubj,negative,vergonzosa
,strongsubj,negative,avergonzado
,strongsubj,negative,avergonzada
,weaksubj,positive,basico
basic,weaksubj,positive,basica 
bask,weaksubj,positive,disfrutar
,weaksubj,positive,disfrute
,strongsubj,negative,bastarda
bastard,strongsubj,negative,bastardo 
battered,strongsubj,negative,maltratadas 
battering,strongsubj,negative,maltrato 
battle,weaksubj,negative,batalla 
battlelines,strongsubj,negative,lineas de batalla 
battlefield,weaksubj,negative,campo de batalla 
battleground,strongsubj,negative,campo de batalla 
batty,strongsubj,negative,chiflado
,strongsubj,negative,chiflada
beacon,weaksubj,positive,se–al
bearish,weaksubj,negative,pesimista
beast,strongsubj,negative,bestia 
beastly,strongsubj,negative,bestial 
beatify,strongsubj,positive,beatificar 
beauteous,strongsubj,positive,beato
,strongsubj,positive,hermoso
beautiful,strongsubj,positive,hermosa 
,strongsubj,positive,lindo
,strongsubj,positive,linda
beautifully,strongsubj,positive,bellamente 
beautify,strongsubj,positive,embellecer 
beauty,strongsubj,positive,belleza 
befriend,strongsubj,positive,amistad 
beg,strongsubj,negative,mendigar
beggar,weaksubj,negative,mendigo 
beggarly,strongsubj,negative,mendicante
begging,strongsubj,negative,mendicidad 
belated,weaksubj,negative,tardia 
belie,strongsubj,negative,desmentir 
believable,strongsubj,positive,creible 
belittle,strongsubj,negative,menospreciar 
,strongsubj,negative,menospreciada
belittled,strongsubj,negative,menospreciado 
belittling,strongsubj,negative,menosprecio 
,strongsubj,negative,belicoso
bellicose,strongsubj,negative,belicosa 
belligerence,strongsubj,negative,beligerancia 
belligerent,strongsubj,negative,beligerante 
belligerently,strongsubj,negative,violenta
,strongsubj,negative,violento
,strongsubj,negative,agresivo
,strongsubj,negative,agresiva
,strongsubj,positive,amado
beloved,strongsubj,positive,amada 
bemoan,strongsubj,negative,quejido
bemoaning,strongsubj,negative,lamentando 
,strongsubj,negative,desconcertada
bemused,strongsubj,negative,desconcertado 
benefactor,weaksubj,positive,benefactor 
beneficial,weaksubj,positive,beneficioso 
beneficent,strongsubj,positive,benefica 
beneficial,strongsubj,positive,beneficioso 
beneficially,strongsubj,positive,beneficiosamente 
,strongsubj,positive,beneficiaria
beneficiary,strongsubj,positive,beneficiario 
benefit,weaksubj,positive,beneficio 
benefits,weaksubj,positive,beneficios 
benevolence,strongsubj,positive,benevolencia 
benevolent,strongsubj,positive,benevolente 
,weaksubj,positive,benigno
benign,weaksubj,positive,benigna 
,weaksubj,negative,doblado
bent,weaksubj,negative,doblada 
berate,strongsubj,negative,reprender
,strongsubj,negative,rega–ar
bereave,strongsubj,negative,despojar
bereavement,strongsubj,negative,duelo 
bereft,strongsubj,negative,desprovisto 
,strongsubj,negative,loca
berserk,strongsubj,negative,loco 
beseech,strongsubj,negative,suplicar 
,weaksubj,negative,acosada
beset,weaksubj,negative,acosado 
besiege,weaksubj,negative,sitiar 
besmirch,strongsubj,negative,mancillar 
best,strongsubj,positive,mejor 
,strongsubj,positive,conocida
bestknown,strongsubj,positive,conocido
bestselling,weaksubj,positive,exitosa
,,,exitoso
bestial,strongsubj,negative,bestial 
betray,strongsubj,negative,traicionar 
betrayal,strongsubj,negative,traicion 
betrayals,strongsubj,negative,traiciones 
,strongsubj,negative,traidora
betrayer,strongsubj,negative,traidor 
better,strongsubj,positive,mejor 
better,weaksubj,positive,mejor 
bewail,strongsubj,negative,lamentar
beware,weaksubj,negative,cuidadoso
,weaksubj,negative,cuidadosa
bewilder,strongsubj,negative,desconcertar 
,strongsubj,negative,desconcertada
bewildered,strongsubj,negative,desconcertado 
bewildering,strongsubj,negative,desconcertante 
bewilderingly,strongsubj,negative,desconcertantemente 
bewilderment,strongsubj,negative,desconcierto 
bewitch,strongsubj,negative,hechizar
bias,strongsubj,negative,sesgo 
,strongsubj,negative,sesgado
biased,strongsubj,negative,sesgada 
biases,strongsubj,negative,sesgos 
bicker,strongsubj,negative,discutiendo 
bickering,strongsubj,negative,disputas 
bitch,strongsubj,negative,perra 
bitchy,strongsubj,negative,vil
biting,strongsubj,negative,morder 
bitingly,strongsubj,negative,mordazmente 
,strongsubj,negative,amarga
bitter,strongsubj,negative,amargo 
bitterly,strongsubj,negative,amargamente 
bitterness,strongsubj,negative,amargura 
,strongsubj,negative,extra–o
bizarre,strongsubj,negative,extra–a
blab,strongsubj,negative,chismear
blabber,strongsubj,negative,chisme
black,weaksubj,negative,negro 
blackmail,weaksubj,negative,chantaje 
blah,strongsubj,negative,palabreria
blame,strongsubj,negative,culpa 
blameless,strongsubj,positive,inocente
blameworthy,strongsubj,negative,censurable 
bland,strongsubj,negative,soso 
blandish,strongsubj,negative,halagarme
,strongsubj,negative,halago
blaspheme,strongsubj,negative,blasfemar 
,strongsubj,negative,blasfemo
blasphemous,strongsubj,negative,blasfema 
blasphemy,strongsubj,negative,blasfemia 
blast,weaksubj,negative,explosion 
,strongsubj,negative,critica
blasted,strongsubj,negative,critico 
blatant,strongsubj,negative,flagrante 
blatantly,strongsubj,negative,descaradamente 
blather,strongsubj,negative,chachara
,strongsubj,negative,sombria
bleak,strongsubj,negative,sombrio 
bleakly,strongsubj,negative,sombriamente 
bleakness,strongsubj,negative,desolacion 
bleed,weaksubj,negative,sangrar 
blemish,weaksubj,negative,mancha 
bless,strongsubj,positive,bendiga 
blessing,strongsubj,positive,bendicion 
,weaksubj,negative,ciega
blind,weaksubj,negative,ciego 
blinding,strongsubj,negative,cegadora 
blindingly,strongsubj,negative,deslumbrantemente 
blindness,weaksubj,negative,ceguera 
blindside,strongsubj,negative,punto ciego
bliss,strongsubj,positive,dicha
blissful,strongsubj,positive,dichoso 
blissfully,strongsubj,positive,dichosamente 
blister,strongsubj,negative,ampolla
blistering,strongsubj,negative,ampollar
,strongsubj,positive,relajada
blithe,strongsubj,positive,relajado
bloated,strongsubj,negative,hinchado 
block,weaksubj,negative,bloque 
